return_id,order_item_id,return_reason,return_date,refund_amount
1245,3646,Arrived damaged,2023-03-22,208.7
1246,17774,Wrong size,2023-09-13,449.71
1247,33660,Wrong size,2025-04-02,233.9
1248,2884,Changed my mind,2025-03-29,367.2
1249,16168,Wrong size,2024-08-08,138.02
1250,62393,Arrived damaged,2024-09-20,180.1
1251,18195,Not as described,2023-11-18,241.0
1252,45704,Changed my mind,2025-01-05,118.44
1253,45080,Wrong size,2024-11-22,422.82
1254,38226,Arrived damaged,2023-12-23,18.19
1255,11661,Item defective,2023-11-27,373.33
1256,75816,Wrong size,2025-05-08,18.45
1257,86631,Changed my mind,2025-06-17,387.56
1258,12171,Not as described,2023-01-25,285.26
1259,1935,Arrived damaged,2024-11-18,304.42
1260,24867,Changed my mind,2023-12-07,103.53
1261,14570,Changed my mind,2025-06-08,382.97
1262,64509,Changed my mind,2026-05-24,268.9
1263,92562,Item defective,2023-04-03,78.26
1264,97832,Arrived damaged,2024-08-31,148.98
1265,31509,Not as described,2023-08-28,489.81
1266,39511,Wrong size,2025-06-08,110.0
1267,19757,Wrong size,2023-02-18,245.04
1268,37736,Not as described,2025-08-08,389.44
1269,67113,Not as described,2025-02-20,376.86
1270,95863,Item defective,2023-07-08,465.04
1271,43653,Item defective,2023-09-10,244.66
1272,72307,Arrived damaged,2023-12-18,272.06
1273,35282,Wrong size,2025-12-12,220.77
1274,18534,Arrived damaged,2024-03-07,462.23
1275,6904,Item defective,2025-02-21,284.81
1276,25716,Wrong size,2024-01-20,207.18
1277,88777,Not as described,2024-05-22,343.52
1278,87620,Wrong size,2025-06-09,117.97
1279,19741,Arrived damaged,2026-06-30,98.46
1280,46883,Wrong size,2023-09-29,80.98
1281,11175,Arrived damaged,2024-10-08,204.24
1282,83246,Item defective,2023-08-14,300.72
1283,95938,Item defective,2025-06-03,470.06
1284,8659,Not as described,2023-08-31,405.49
1285,3927,Not as described,2025-05-02,237.34
1286,5482,Changed my mind,2023-11-28,21.47
1287,97411,Item defective,2025-01-02,392.97
1288,51524,Not as described,2025-07-22,379.24
1289,15617,Not as described,2025-03-18,499.3
1290,92370,Not as described,2023-06-13,468.6
1291,84674,Not as described,2023-08-25,232.06
1292,19878,Changed my mind,2026-02-17,180.66
1293,84687,Changed my mind,2023-04-13,337.61
1294,99873,Arrived damaged,2026-06-27,472.24
1295,60122,Item defective,2025-04-28,52.08
1296,29281,Wrong size,2024-05-04,174.71
1297,93021,Changed my mind,2025-07-12,438.31
1298,50122,Not as described,2023-07-24,94.41
1299,67410,Wrong size,2023-05-14,330.67
1300,49041,Not as described,2023-08-15,280.46
1301,93521,Changed my mind,2026-05-16,431.45
1302,40258,Arrived damaged,2023-02-24,331.91
1303,70696,Wrong size,2025-12-03,44.27
1304,93380,Not as described,2023-12-21,391.92
1305,38905,Not as described,2024-10-13,444.29
1306,49075,Arrived damaged,2024-10-26,258.94
1307,27643,Changed my mind,2025-12-27,67.73
1308,65878,Wrong size,2025-03-15,363.68
1309,26841,Arrived damaged,2024-07-17,240.04
1310,25172,Changed my mind,2023-09-23,88.32
1311,21518,Arrived damaged,2025-10-17,296.96
1312,52022,Not as described,2025-10-10,164.57
1313,40493,Changed my mind,2025-12-20,259.71
1314,45747,Wrong size,2023-07-10,142.77
1315,47511,Wrong size,2025-08-25,275.28
1316,90879,Arrived damaged,2026-02-22,288.46
1317,63459,Not as described,2023-02-02,152.4
1318,15968,Item defective,2024-09-23,139.67
1319,76519,Arrived damaged,2024-03-15,129.89
1320,15397,Arrived damaged,2026-06-23,21.15
1321,61286,Item defective,2025-07-16,411.49
1322,76106,Changed my mind,2023-09-04,382.48
1323,14154,Item defective,2023-05-18,41.44
1324,20690,Item defective,2023-11-29,90.67
1325,9272,Arrived damaged,2026-04-11,301.01
1326,51515,Wrong size,2023-10-16,423.79
1327,3223,Item defective,2023-07-28,384.05
1328,16115,Not as described,2026-04-24,473.56
1329,44166,Wrong size,2026-05-09,200.1
1330,49996,Item defective,2025-01-07,178.09
1331,12269,Item defective,2023-04-25,126.1
1332,74822,Arrived damaged,2026-06-13,234.88
1333,35837,Changed my mind,2026-04-13,470.41
1334,13887,Arrived damaged,2023-08-24,202.01
1335,89660,Changed my mind,2026-06-14,336.61
1336,20503,Item defective,2024-01-09,444.65
1337,28753,Wrong size,2024-06-01,374.65
1338,66005,Wrong size,2025-02-23,227.93
1339,62181,Wrong size,2023-09-11,440.66
1340,49245,Wrong size,2024-04-25,119.33
1341,45102,Changed my mind,2025-04-18,348.2
1342,80394,Changed my mind,2026-04-27,388.83
1343,73087,Arrived damaged,2025-10-02,345.22
1344,85004,Changed my mind,2025-09-01,303.8
1345,2269,Wrong size,2023-02-09,207.91
1346,88474,Changed my mind,2024-03-19,271.63
1347,54156,Arrived damaged,2025-07-24,394.35
1348,37054,Changed my mind,2023-03-02,7.41
1349,59174,Wrong size,2023-09-28,366.19
1350,56815,Item defective,2023-10-27,44.81
1351,2677,Changed my mind,2024-11-11,85.16
1352,8514,Arrived damaged,2024-07-05,170.09
1353,68795,Arrived damaged,2023-03-27,84.81
1354,12324,Arrived damaged,2026-01-11,295.92
1355,58567,Changed my mind,2024-12-25,255.58
1356,11625,Arrived damaged,2024-05-08,328.57
1357,40917,Wrong size,2024-05-17,253.48
1358,69939,Item defective,2023-03-15,197.79
1359,19325,Item defective,2024-09-07,127.18
1360,20437,Arrived damaged,2026-01-29,40.76
1361,30544,Item defective,2023-03-09,263.94
1362,93327,Wrong size,2025-11-16,110.19
1363,55201,Item defective,2025-11-14,498.87
1364,92914,Item defective,2025-04-02,170.69
1365,12749,Wrong size,2025-06-25,436.53
1366,29755,Not as described,2025-08-31,341.84
1367,55325,Not as described,2025-03-12,106.44
1368,25821,Wrong size,2024-12-21,268.93
1369,85764,Not as described,2024-07-23,83.04
1370,40842,Not as described,2023-11-04,243.49
1371,36098,Arrived damaged,2024-02-22,309.15
1372,24492,Not as described,2025-05-03,161.7
1373,14620,Not as described,2023-08-13,192.47
1374,89014,Item defective,2025-03-09,379.72
1375,53678,Item defective,2024-06-06,362.46
1376,21402,Item defective,2023-08-29,429.48
1377,95839,Changed my mind,2023-08-19,200.4
1378,82462,Wrong size,2026-05-23,391.9
1379,13905,Not as described,2023-08-02,189.04
1380,21824,Changed my mind,2023-08-23,318.56
1381,10496,Wrong size,2023-01-27,75.5
1382,305,Not as described,2023-02-16,361.16
1383,52654,Changed my mind,2025-03-24,296.89
1384,61885,Not as described,2023-07-12,336.94
1385,86283,Wrong size,2025-07-30,445.47
1386,74946,Not as described,2023-09-13,432.89
1387,3401,Not as described,2025-09-25,160.08
1388,49935,Wrong size,2026-06-14,379.58
1389,83882,Item defective,2026-04-28,240.3
1390,30110,Arrived damaged,2024-04-30,109.88
1391,81253,Arrived damaged,2023-02-09,256.01
1392,79556,Item defective,2023-05-21,250.22
1393,66248,Arrived damaged,2023-04-19,134.87
1394,76206,Item defective,2025-05-07,477.12
1395,56834,Not as described,2024-02-01,280.84
1396,96505,Not as described,2023-03-21,407.39
1397,72582,Item defective,2023-07-25,112.85
1398,71462,Wrong size,2026-02-04,17.33
1399,98999,Item defective,2025-12-07,489.58
1400,36059,Arrived damaged,2025-05-13,366.32
1401,61936,Arrived damaged,2025-12-10,194.18
1402,18313,Item defective,2024-03-05,104.5
1403,86257,Not as described,2026-06-01,213.92
1404,45934,Arrived damaged,2025-11-19,326.58
1405,77550,Item defective,2023-04-20,438.93
1406,69740,Changed my mind,2023-05-24,423.68
1407,43098,Changed my mind,2026-06-27,470.9
1408,45413,Changed my mind,2024-07-02,29.98
1409,10104,Not as described,2025-09-16,358.84
1410,96246,Not as described,2026-06-22,172.3
1411,7605,Wrong size,2023-08-26,237.33
1412,39679,Changed my mind,2025-06-13,248.19
1413,80148,Item defective,2023-10-14,27.19
1414,49583,Arrived damaged,2025-09-29,390.98
1415,2652,Not as described,2026-03-07,272.54
1416,54122,Item defective,2023-01-18,487.48
1417,75236,Arrived damaged,2023-03-30,456.94
1418,78763,Not as described,2024-02-20,170.23
1419,67004,Not as described,2023-08-14,37.51
1420,39249,Arrived damaged,2025-09-22,450.53
1421,73503,Changed my mind,2024-01-09,457.27
1422,42902,Item defective,2026-02-03,49.43
1423,93664,Item defective,2023-11-06,273.36
1424,29569,Arrived damaged,2023-10-21,120.02
1425,68591,Wrong size,2025-11-08,83.34
1426,19882,Wrong size,2024-01-22,141.9
1427,70531,Item defective,2024-10-02,368.04
1428,72856,Arrived damaged,2023-06-06,300.04
1429,95893,Item defective,2023-11-08,213.05
1430,25483,Changed my mind,2024-12-10,484.48
1431,48075,Item defective,2026-02-25,441.72
1432,17163,Wrong size,2024-12-20,446.86
1433,26341,Not as described,2024-10-09,245.05
1434,54167,Not as described,2023-05-29,71.5
1435,22131,Item defective,2023-05-06,493.5
1436,8099,Wrong size,2026-06-25,107.31
1437,54755,Item defective,2023-06-19,285.26
1438,82519,Arrived damaged,2026-05-25,81.92
1439,2008,Arrived damaged,2023-04-30,13.64
1440,16334,Arrived damaged,2025-02-04,28.48
1441,74135,Arrived damaged,2024-05-19,251.9
1442,74253,Changed my mind,2025-01-13,204.43
1443,79834,Not as described,2025-06-03,237.81
1444,57436,Changed my mind,2024-11-29,241.33
1445,91474,Wrong size,2023-10-23,400.55
1446,20718,Not as described,2024-10-01,62.08
1447,63468,Not as described,2023-01-13,74.44
1448,21287,Wrong size,2023-09-15,458.79
1449,26926,Not as described,2023-09-08,131.55
1450,73233,Changed my mind,2023-07-01,126.37
1451,69679,Changed my mind,2023-05-19,96.57
1452,44520,Not as described,2023-11-30,430.3
1453,30151,Changed my mind,2024-11-28,348.26
1454,71125,Item defective,2024-05-23,167.33
1455,77708,Arrived damaged,2024-02-04,439.55
1456,2498,Not as described,2026-05-08,11.48
1457,72353,Wrong size,2023-06-17,305.57
1458,19697,Wrong size,2026-04-09,413.05
1459,74775,Changed my mind,2024-06-19,49.99
1460,37393,Changed my mind,2025-05-20,429.6
1461,78027,Not as described,2025-03-08,292.78
1462,6371,Not as described,2023-01-09,450.34
1463,98978,Not as described,2025-06-17,26.61
1464,10,Item defective,2023-04-11,103.78
1465,22325,Changed my mind,2025-11-05,59.14
1466,55945,Wrong size,2024-07-08,188.44
1467,96337,Arrived damaged,2023-03-03,63.34
1468,1372,Arrived damaged,2026-05-23,489.67
1469,72519,Changed my mind,2025-12-28,264.61
1470,59743,Not as described,2024-02-10,292.02
1471,15595,Wrong size,2024-07-09,50.7
1472,63711,Item defective,2025-02-08,198.45
1473,67604,Item defective,2026-01-06,72.77
1474,68547,Changed my mind,2023-05-29,93.72
1475,67500,Item defective,2025-04-02,218.53
1476,14108,Arrived damaged,2023-07-07,155.21
1477,89831,Item defective,2025-10-09,217.75
1478,30046,Not as described,2024-03-31,420.97
1479,56232,Item defective,2026-01-01,330.44
1480,38965,Arrived damaged,2025-12-08,215.74
1481,3090,Wrong size,2026-04-17,219.78
1482,79669,Changed my mind,2024-07-11,225.57
1483,13703,Wrong size,2024-12-21,131.69
1484,37635,Wrong size,2023-03-10,213.1
1485,37288,Wrong size,2025-10-14,396.26
1486,21716,Arrived damaged,2023-04-20,467.65
1487,20996,Item defective,2025-06-22,247.91
1488,91840,Not as described,2024-03-27,365.78
1489,23157,Item defective,2025-05-29,269.56
1490,23776,Item defective,2024-11-10,151.4
1491,18845,Not as described,2026-06-15,435.62
1492,81750,Not as described,2025-04-15,471.42
1493,64137,Changed my mind,2025-11-07,214.77
1494,99806,Wrong size,2023-11-10,385.9
1495,56530,Changed my mind,2025-11-24,106.37
1496,97391,Not as described,2024-07-28,192.91
1497,54454,Item defective,2024-02-12,227.29
1498,40487,Changed my mind,2024-01-09,22.74
1499,62240,Wrong size,2026-05-17,297.11
1500,74550,Changed my mind,2026-06-23,118.87
1501,88792,Item defective,2023-08-22,206.42
1502,62710,Arrived damaged,2024-11-06,357.62
1503,6088,Arrived damaged,2024-03-07,80.87
1504,16978,Not as described,2023-04-29,332.21
1505,29456,Changed my mind,2023-07-01,335.48
1506,33962,Wrong size,2025-07-24,37.22
1507,41181,Changed my mind,2025-12-10,301.54
1508,58901,Not as described,2023-02-22,333.15
1509,81581,Arrived damaged,2023-02-21,281.53
1510,80713,Changed my mind,2024-12-02,146.91
1511,61433,Arrived damaged,2025-07-06,396.7
1512,24146,Arrived damaged,2025-10-12,465.32
1513,66103,Item defective,2023-06-04,376.35
1514,88242,Changed my mind,2026-04-11,146.99
1515,89754,Wrong size,2023-02-14,40.41
1516,21301,Wrong size,2024-04-12,307.04
1517,79871,Not as described,2024-08-27,41.46
1518,99769,Arrived damaged,2023-06-08,5.53
1519,29860,Wrong size,2023-04-22,499.4
1520,38212,Wrong size,2024-04-03,346.8
1521,3123,Not as described,2025-03-25,57.45
1522,31480,Changed my mind,2023-01-02,463.74
1523,681,Item defective,2023-07-15,46.54
1524,79303,Not as described,2025-08-02,179.76
1525,99305,Changed my mind,2024-01-09,476.12
1526,11001,Not as described,2024-07-22,113.02
1527,9011,Item defective,2025-02-19,388.45
1528,10220,Not as described,2024-09-15,492.78
1529,48856,Wrong size,2024-10-12,30.12
1530,38113,Not as described,2026-04-18,87.67
1531,99410,Item defective,2024-01-20,225.1
1532,80988,Not as described,2024-07-24,287.17
1533,66569,Arrived damaged,2025-12-11,406.48
1534,52881,Not as described,2024-04-17,430.3
1535,27900,Item defective,2024-11-04,50.21
1536,71903,Arrived damaged,2023-10-10,439.65
1537,13769,Wrong size,2024-07-07,373.89
1538,48596,Item defective,2026-01-22,128.32
1539,62321,Arrived damaged,2023-03-24,46.03
1540,45625,Item defective,2025-11-19,334.66
1541,8933,Arrived damaged,2024-07-04,447.74
1542,66165,Wrong size,2025-11-03,310.42
1543,51039,Not as described,2025-05-01,190.95
1544,67827,Changed my mind,2025-05-16,279.03
1545,40818,Not as described,2024-02-18,311.79
1546,48746,Wrong size,2025-07-28,362.28
1547,50305,Item defective,2023-07-16,14.39
1548,67885,Arrived damaged,2023-10-30,235.71
1549,55383,Arrived damaged,2025-08-08,341.48
1550,12622,Item defective,2025-02-19,212.04
1551,75208,Changed my mind,2024-11-24,439.1
1552,98735,Changed my mind,2025-08-30,72.73
1553,16996,Item defective,2025-08-30,253.27
1554,18467,Changed my mind,2024-07-25,253.17
1555,81168,Item defective,2024-01-13,169.81
1556,60247,Arrived damaged,2023-02-01,68.9
1557,98567,Changed my mind,2023-01-21,22.95
1558,74624,Not as described,2023-04-04,152.26
1559,25182,Item defective,2024-07-09,266.58
1560,36139,Item defective,2024-08-09,10.08
1561,79540,Arrived damaged,2025-10-14,55.02
1562,60031,Wrong size,2025-08-28,491.69
1563,2870,Changed my mind,2023-08-05,402.51
1564,60943,Not as described,2024-06-12,303.24
1565,79638,Not as described,2023-04-05,378.81
1566,72813,Changed my mind,2024-10-16,283.48
1567,41863,Changed my mind,2023-10-23,197.79
1568,5427,Arrived damaged,2025-01-17,362.43
1569,73836,Item defective,2023-05-22,458.69
1570,13606,Changed my mind,2023-07-27,371.34
1571,60629,Item defective,2023-01-11,252.39
1572,33707,Wrong size,2025-02-20,482.26
1573,96442,Item defective,2026-02-10,140.79
1574,65305,Not as described,2024-12-01,311.66
1575,77983,Arrived damaged,2026-05-16,413.41
1576,65441,Wrong size,2024-08-23,177.06
1577,93267,Item defective,2024-06-19,52.93
1578,65653,Not as described,2023-02-14,196.17
1579,63684,Wrong size,2024-09-06,149.83
1580,69996,Wrong size,2023-01-14,13.2
1581,22769,Arrived damaged,2025-01-16,462.1
1582,9068,Arrived damaged,2025-09-27,211.86
1583,27480,Item defective,2025-07-24,7.74
1584,18957,Item defective,2024-06-17,494.7
1585,24925,Arrived damaged,2024-04-20,353.34
1586,51242,Changed my mind,2024-02-19,61.25
1587,15593,Item defective,2025-07-24,298.58
1588,55254,Item defective,2025-07-06,49.37
1589,51250,Item defective,2025-06-07,436.43
1590,24489,Changed my mind,2026-06-27,400.54
1591,63078,Item defective,2025-01-11,490.57
1592,36699,Item defective,2023-05-12,120.49
1593,44471,Arrived damaged,2024-03-12,467.97
1594,38158,Wrong size,2023-05-20,316.5
1595,4955,Not as described,2024-11-26,482.16
1596,62671,Item defective,2025-07-17,52.0
1597,38561,Item defective,2024-07-08,296.83
1598,54198,Wrong size,2025-11-17,77.87
1599,56438,Wrong size,2025-06-20,337.63
1600,98775,Item defective,2024-04-27,425.09
1601,38639,Not as described,2024-07-07,5.27
1602,53845,Changed my mind,2024-04-08,419.32
1603,50189,Item defective,2025-11-18,163.16
1604,25576,Item defective,2023-10-18,58.14
1605,74981,Not as described,2024-03-20,456.11
1606,20396,Item defective,2025-04-24,7.97
1607,57115,Item defective,2025-12-10,16.32
1608,1531,Wrong size,2025-11-04,428.48
1609,30710,Item defective,2024-02-24,406.13
1610,51892,Wrong size,2024-09-08,85.09
1611,84639,Arrived damaged,2024-05-08,88.63
1612,40669,Changed my mind,2023-01-10,243.6
1613,83446,Wrong size,2025-04-19,336.41
1614,61766,Wrong size,2023-03-13,363.88
1615,15410,Item defective,2026-03-10,67.25
1616,48572,Arrived damaged,2023-06-03,396.32
1617,95074,Changed my mind,2025-04-24,348.91
1618,10109,Arrived damaged,2024-09-26,17.67
1619,32597,Not as described,2026-03-15,447.58
1620,76244,Not as described,2023-06-01,91.42
1621,47339,Item defective,2023-04-10,487.82
1622,33921,Item defective,2023-06-29,438.49
1623,58171,Arrived damaged,2026-01-04,431.87
1624,50272,Item defective,2025-01-11,40.15
1625,50612,Item defective,2026-05-17,387.06
1626,61304,Changed my mind,2023-01-08,30.98
1627,44110,Changed my mind,2025-10-18,48.51
1628,18233,Wrong size,2024-02-16,222.73
1629,75740,Item defective,2024-03-06,322.92
1630,89232,Changed my mind,2026-01-16,64.9
1631,2968,Not as described,2025-08-09,160.09
1632,9863,Not as described,2024-01-16,490.03
1633,16816,Wrong size,2026-02-17,114.91
1634,17342,Changed my mind,2026-02-12,470.75
1635,98254,Item defective,2025-07-02,176.76
1636,19276,Arrived damaged,2024-02-06,360.24
1637,20091,Item defective,2024-08-09,231.36
1638,1971,Arrived damaged,2026-06-17,430.64
1639,87617,Arrived damaged,2026-01-11,337.65
1640,95538,Changed my mind,2023-08-28,115.16
1641,38506,Not as described,2024-01-11,134.27
1642,67031,Not as described,2025-08-08,34.7
1643,16004,Item defective,2023-04-12,287.25
1644,97816,Not as described,2024-09-10,176.74
1645,60088,Not as described,2023-04-03,326.01
1646,2433,Not as described,2024-12-20,148.51
1647,80537,Arrived damaged,2024-06-23,479.44
1648,53530,Not as described,2025-04-13,346.82
1649,51410,Not as described,2025-06-29,96.52
1650,50233,Not as described,2024-03-30,29.68
1651,76600,Item defective,2024-06-12,281.93
1652,96544,Wrong size,2025-12-14,238.56
1653,86403,Item defective,2025-07-27,16.47
1654,56769,Changed my mind,2025-11-16,432.23
1655,24126,Item defective,2025-04-26,355.48
1656,12470,Wrong size,2024-01-23,96.93
1657,26364,Not as described,2025-04-27,17.66
1658,95738,Changed my mind,2025-12-05,457.78
1659,4531,Changed my mind,2024-11-04,189.63
1660,23683,Not as described,2023-10-12,45.43
1661,26879,Arrived damaged,2025-09-10,115.61
1662,90670,Item defective,2026-03-13,69.92
1663,42336,Not as described,2025-07-18,87.1
1664,98716,Item defective,2026-06-03,142.36
1665,62820,Changed my mind,2024-04-28,167.45
1666,86526,Item defective,2024-02-17,168.03
1667,9469,Not as described,2023-07-31,473.7
1668,79980,Not as described,2023-03-05,255.1
1669,30427,Not as described,2024-07-20,345.37
1670,13939,Changed my mind,2026-06-06,168.59
1671,61043,Item defective,2023-01-25,112.68
1672,36028,Wrong size,2024-08-02,216.64
1673,82561,Wrong size,2025-06-15,315.99
1674,74701,Not as described,2025-05-05,291.78
1675,74127,Wrong size,2023-04-03,99.18
1676,69715,Changed my mind,2025-12-11,193.24
1677,42212,Wrong size,2023-10-05,164.77
1678,23576,Not as described,2024-11-03,236.74
1679,40066,Arrived damaged,2023-10-19,309.18
1680,77698,Not as described,2026-02-23,498.32
1681,57388,Changed my mind,2025-07-15,273.8
1682,70604,Wrong size,2023-06-10,426.95
1683,3975,Item defective,2025-11-21,289.68
1684,77239,Arrived damaged,2025-12-13,398.52
1685,14354,Item defective,2023-09-05,124.53
1686,520,Arrived damaged,2025-01-23,344.66
1687,85409,Item defective,2023-07-06,85.74
1688,84697,Not as described,2023-12-07,367.22
1689,41215,Changed my mind,2024-08-24,73.73
1690,52305,Changed my mind,2026-06-18,313.56
1691,57793,Changed my mind,2024-01-16,71.37
1692,11843,Not as described,2024-07-18,304.96
1693,181,Item defective,2025-06-23,201.44
1694,45871,Changed my mind,2024-09-03,49.19
1695,16437,Item defective,2023-09-26,76.96
1696,84390,Not as described,2024-08-28,255.37
1697,7703,Wrong size,2025-11-02,247.7
1698,70379,Wrong size,2024-06-07,216.55
1699,72829,Item defective,2025-12-07,279.32
1700,16790,Wrong size,2024-10-21,300.95
1701,53551,Item defective,2023-10-22,397.61
1702,52888,Item defective,2026-05-07,101.6
1703,16303,Changed my mind,2023-09-26,108.93
1704,32297,Wrong size,2025-08-24,173.58
1705,79732,Wrong size,2024-02-13,179.44
1706,54043,Arrived damaged,2023-06-11,116.99
1707,75582,Changed my mind,2025-03-22,427.54
1708,16476,Changed my mind,2025-05-10,166.12
1709,91874,Wrong size,2026-03-15,74.13
1710,57879,Changed my mind,2025-06-01,318.52
1711,10525,Changed my mind,2024-02-24,442.3
1712,15260,Not as described,2026-06-13,482.82
1713,32809,Not as described,2024-09-12,493.18
1714,59288,Not as described,2024-07-28,470.22
1715,29495,Wrong size,2023-09-26,491.37
1716,63776,Not as described,2025-07-29,431.37
1717,9877,Changed my mind,2024-08-11,258.59
1718,17300,Wrong size,2025-08-06,121.13
1719,76324,Arrived damaged,2024-01-18,336.35
1720,93880,Wrong size,2024-04-09,162.82
1721,53976,Changed my mind,2023-05-25,468.37
1722,64507,Changed my mind,2023-10-23,10.56
1723,62241,Arrived damaged,2023-03-02,176.26
1724,80239,Arrived damaged,2024-12-11,457.47
1725,5935,Item defective,2025-05-28,54.86
1726,39321,Changed my mind,2025-04-04,444.67
1727,17185,Not as described,2023-07-12,132.98
1728,57389,Changed my mind,2024-12-04,183.2
1729,84409,Item defective,2025-10-16,489.99
1730,76204,Not as described,2024-06-05,175.17
1731,4072,Wrong size,2023-08-01,486.06
1732,38578,Changed my mind,2024-09-10,92.48
1733,29669,Arrived damaged,2025-04-13,321.55
1734,47350,Changed my mind,2024-07-19,347.7
1735,52667,Item defective,2024-07-01,225.63
1736,62432,Item defective,2024-12-28,90.86
1737,72236,Wrong size,2026-05-04,373.18
1738,73398,Item defective,2025-01-01,287.02
1739,15996,Wrong size,2025-12-07,379.32
1740,58939,Wrong size,2023-10-28,214.69
1741,87911,Arrived damaged,2024-01-21,243.07
1742,45270,Item defective,2023-12-16,288.99
1743,17516,Item defective,2024-11-18,52.79
1744,6185,Wrong size,2025-05-20,146.41
1745,84636,Arrived damaged,2023-07-15,387.22
1746,48894,Not as described,2025-12-21,424.46
1747,49687,Changed my mind,2026-06-16,274.69
1748,1728,Changed my mind,2024-07-02,356.36
1749,4735,Arrived damaged,2026-05-10,221.55
1750,30252,Wrong size,2025-05-24,265.57
1751,60471,Wrong size,2025-10-03,301.16
1752,76349,Item defective,2023-10-23,313.67
1753,36464,Wrong size,2024-09-25,114.58
1754,60877,Item defective,2023-08-28,463.1
1755,76842,Arrived damaged,2026-03-31,96.0
1756,49324,Arrived damaged,2024-08-08,199.31
1757,64589,Wrong size,2023-03-17,430.71
1758,40703,Arrived damaged,2023-01-03,125.28
1759,73277,Wrong size,2025-11-06,216.27
1760,13800,Wrong size,2023-02-01,34.67
1761,57995,Changed my mind,2024-09-15,288.05
1762,68703,Arrived damaged,2024-12-15,311.66
1763,89891,Item defective,2023-08-04,460.81
1764,3766,Item defective,2024-01-13,480.9
1765,11509,Changed my mind,2025-03-10,53.89
1766,55798,Arrived damaged,2024-10-13,279.26
1767,28439,Not as described,2024-04-03,22.07
1768,35933,Changed my mind,2023-06-23,289.24
1769,65272,Wrong size,2024-01-23,23.75
1770,19942,Wrong size,2025-01-16,34.2
1771,55761,Item defective,2024-08-20,486.3
1772,53105,Wrong size,2025-08-29,289.59
1773,32754,Changed my mind,2026-03-21,43.15
1774,8473,Changed my mind,2023-12-02,47.87
1775,72432,Item defective,2026-06-17,384.32
1776,24044,Changed my mind,2023-05-05,18.9
1777,44064,Not as described,2025-12-04,411.55
1778,64202,Wrong size,2023-05-20,382.45
1779,81070,Not as described,2023-07-22,419.04
1780,44431,Not as described,2023-06-16,439.39
1781,95965,Changed my mind,2023-11-19,439.55
1782,42979,Item defective,2025-09-03,296.3
1783,23684,Arrived damaged,2023-09-07,290.66
1784,7600,Item defective,2025-10-25,84.83
1785,50886,Arrived damaged,2023-03-07,24.14
1786,5724,Not as described,2024-10-11,291.75
1787,2965,Not as described,2025-12-25,374.66
1788,49884,Changed my mind,2023-07-31,238.54
1789,80942,Not as described,2023-04-18,120.38
1790,79105,Wrong size,2023-09-20,383.98
1791,85799,Changed my mind,2024-08-19,264.75
1792,3640,Arrived damaged,2023-07-03,479.99
1793,74221,Changed my mind,2026-03-10,69.99
1794,15925,Item defective,2026-01-02,265.95
1795,29746,Changed my mind,2023-12-06,274.09
1796,82150,Arrived damaged,2025-08-07,466.43
1797,96319,Item defective,2023-02-10,175.74
1798,3107,Item defective,2024-04-13,189.0
1799,35850,Not as described,2023-01-15,251.32
1800,25164,Arrived damaged,2024-06-06,452.75
1801,28663,Arrived damaged,2024-08-28,370.27
1802,63735,Not as described,2023-05-05,215.93
1803,59479,Changed my mind,2023-12-18,450.01
1804,29662,Not as described,2025-10-30,357.89
1805,66930,Wrong size,2023-05-28,232.9
1806,17426,Arrived damaged,2025-03-11,483.79
1807,79104,Item defective,2023-05-11,114.25
1808,41665,Not as described,2023-02-08,82.57
1809,47792,Arrived damaged,2023-11-09,46.54
1810,48632,Item defective,2023-06-21,243.83
1811,5992,Arrived damaged,2023-09-23,182.76
1812,97308,Changed my mind,2024-08-14,457.47
1813,56937,Item defective,2025-05-22,437.13
1814,34388,Changed my mind,2026-02-03,385.74
1815,30638,Arrived damaged,2026-06-16,279.79
1816,47354,Wrong size,2023-02-02,383.02
1817,42329,Item defective,2024-01-28,78.03
1818,52288,Item defective,2025-04-02,414.19
1819,5923,Item defective,2026-04-12,402.52
1820,69754,Arrived damaged,2025-11-07,211.01
1821,38475,Arrived damaged,2024-03-09,389.02
1822,98343,Wrong size,2023-11-07,235.01
1823,22092,Item defective,2024-12-21,299.34
1824,89974,Wrong size,2024-05-30,23.4
1825,44445,Not as described,2024-02-03,433.96
1826,7031,Item defective,2025-04-29,424.04
1827,77018,Item defective,2026-01-08,270.05
1828,68491,Not as described,2026-05-10,115.24
1829,1594,Arrived damaged,2026-02-18,379.48
1830,47303,Item defective,2025-02-19,321.16
1831,15529,Item defective,2025-04-05,109.49
1832,97515,Not as described,2023-07-24,232.14
1833,3906,Item defective,2024-04-13,332.75
1834,36375,Arrived damaged,2026-05-31,462.78
1835,98201,Changed my mind,2025-12-15,450.85
1836,57448,Changed my mind,2024-06-08,113.54
1837,12452,Wrong size,2023-08-08,394.8
1838,14042,Arrived damaged,2025-06-21,166.92
1839,90279,Wrong size,2025-03-23,111.64
1840,36136,Wrong size,2023-11-27,25.35
1841,58844,Wrong size,2025-01-06,61.21
1842,5010,Item defective,2023-12-20,253.81
1843,810,Wrong size,2023-02-24,231.93
1844,63869,Wrong size,2026-01-31,108.4
1845,80078,Item defective,2025-03-28,262.07
1846,70025,Changed my mind,2024-11-13,275.29
1847,98801,Item defective,2023-04-17,176.29
1848,18187,Changed my mind,2026-02-13,253.52
